Training Log for rl_finetuned
==================================================
Epoch 0 | Loss: -0.45 | Avg Makespan: 115.8 | Best: 111.0 | Baseline: 115.8
Epoch 63 | Loss: -0.28 | Avg Makespan: 112.0 | Best: 101.0 | Baseline: 115.0
Epoch 64 | Loss: -0.29 | Avg Makespan: 111.8 | Best: 105.0 | Baseline: 114.7
Epoch 65 | Loss: -0.30 | Avg Makespan: 113.5 | Best: 108.0 | Baseline: 114.6
Epoch 66 | Loss: -0.32 | Avg Makespan: 110.8 | Best: 103.0 | Baseline: 114.2
Epoch 67 | Loss: -0.25 | Avg Makespan: 118.0 | Best: 110.0 | Baseline: 114.6
Epoch 68 | Loss: -0.27 | Avg Makespan: 111.0 | Best: 104.0 | Baseline: 114.2
Epoch 69 | Loss: -0.25 | Avg Makespan: 106.2 | Best: 101.0 | Baseline: 113.4
Epoch 70 | Loss: -0.27 | Avg Makespan: 122.8 | Best: 114.0 | Baseline: 114.4
Epoch 71 | Loss: -0.31 | Avg Makespan: 118.0 | Best: 113.0 | Baseline: 114.7
Epoch 72 | Loss: -0.26 | Avg Makespan: 115.5 | Best: 111.0 | Baseline: 114.8
Epoch 73 | Loss: -0.21 | Avg Makespan: 120.2 | Best: 116.0 | Baseline: 115.3
Epoch 74 | Loss: -0.20 | Avg Makespan: 99.5 | Best: 95.0 | Baseline: 113.8
Epoch 75 | Loss: -0.23 | Avg Makespan: 106.5 | Best: 92.0 | Baseline: 113.0
Epoch 76 | Loss: -0.25 | Avg Makespan: 120.5 | Best: 113.0 | Baseline: 113.8
Epoch 77 | Loss: -0.25 | Avg Makespan: 120.5 | Best: 107.0 | Baseline: 114.5
Epoch 78 | Loss: -0.20 | Avg Makespan: 111.8 | Best: 104.0 | Baseline: 114.2
Epoch 79 | Loss: -0.20 | Avg Makespan: 109.5 | Best: 89.0 | Baseline: 113.7
Epoch 80 | Loss: -0.17 | Avg Makespan: 114.8 | Best: 100.0 | Baseline: 113.8
Epoch 81 | Loss: -0.23 | Avg Makespan: 113.5 | Best: 111.0 | Baseline: 113.8
Epoch 82 | Loss: -0.17 | Avg Makespan: 108.0 | Best: 104.0 | Baseline: 113.2
Epoch 83 | Loss: -0.22 | Avg Makespan: 113.8 | Best: 108.0 | Baseline: 113.3
Epoch 84 | Loss: -0.28 | Avg Makespan: 116.0 | Best: 109.0 | Baseline: 113.5
Epoch 85 | Loss: -0.18 | Avg Makespan: 107.2 | Best: 99.0 | Baseline: 112.9
Epoch 86 | Loss: -0.14 | Avg Makespan: 104.8 | Best: 97.0 | Baseline: 112.1
Epoch 87 | Loss: -0.18 | Avg Makespan: 121.2 | Best: 118.0 | Baseline: 113.0
Epoch 88 | Loss: -0.13 | Avg Makespan: 112.2 | Best: 106.0 | Baseline: 112.9
Epoch 89 | Loss: -0.10 | Avg Makespan: 122.0 | Best: 117.0 | Baseline: 113.8
Epoch 90 | Loss: -0.19 | Avg Makespan: 109.8 | Best: 108.0 | Baseline: 113.4
Epoch 91 | Loss: -0.24 | Avg Makespan: 116.0 | Best: 104.0 | Baseline: 113.7
Epoch 92 | Loss: -0.20 | Avg Makespan: 119.0 | Best: 118.0 | Baseline: 114.2
Epoch 93 | Loss: -0.14 | Avg Makespan: 112.8 | Best: 105.0 | Baseline: 114.1
Epoch 94 | Loss: -0.18 | Avg Makespan: 112.5 | Best: 106.0 | Baseline: 113.9
Epoch 95 | Loss: -0.16 | Avg Makespan: 114.5 | Best: 111.0 | Baseline: 114.0
Epoch 96 | Loss: -0.05 | Avg Makespan: 105.0 | Best: 95.0 | Baseline: 113.1
Epoch 97 | Loss: -0.22 | Avg Makespan: 116.8 | Best: 114.0 | Baseline: 113.4
Epoch 98 | Loss: -0.04 | Avg Makespan: 112.5 | Best: 106.0 | Baseline: 113.3
Epoch 99 | Loss: -0.24 | Avg Makespan: 107.2 | Best: 82.0 | Baseline: 112.7
Epoch 100 | Loss: -0.18 | Avg Makespan: 102.2 | Best: 88.0 | Baseline: 111.7
Epoch 101 | Loss: -0.07 | Avg Makespan: 114.8 | Best: 103.0 | Baseline: 112.0
Epoch 102 | Loss: -0.09 | Avg Makespan: 117.0 | Best: 112.0 | Baseline: 112.5
Epoch 103 | Loss: -0.25 | Avg Makespan: 113.2 | Best: 90.0 | Baseline: 112.6
Epoch 104 | Loss: -0.19 | Avg Makespan: 110.5 | Best: 101.0 | Baseline: 112.4
Epoch 105 | Loss: -0.13 | Avg Makespan: 114.5 | Best: 106.0 | Baseline: 112.6
Epoch 106 | Loss: -0.20 | Avg Makespan: 110.2 | Best: 104.0 | Baseline: 112.3
Epoch 107 | Loss: -0.08 | Avg Makespan: 112.0 | Best: 107.0 | Baseline: 112.3
Epoch 108 | Loss: -0.03 | Avg Makespan: 98.8 | Best: 92.0 | Baseline: 111.0
Epoch 109 | Loss: -0.19 | Avg Makespan: 115.8 | Best: 104.0 | Baseline: 111.4
Epoch 110 | Loss: -0.02 | Avg Makespan: 109.8 | Best: 103.0 | Baseline: 111.3
Epoch 111 | Loss: -0.01 | Avg Makespan: 106.2 | Best: 101.0 | Baseline: 110.8
Epoch 112 | Loss: -0.02 | Avg Makespan: 101.8 | Best: 98.0 | Baseline: 109.9
Epoch 113 | Loss: -0.15 | Avg Makespan: 114.8 | Best: 96.0 | Baseline: 110.4
Epoch 114 | Loss: -0.13 | Avg Makespan: 111.8 | Best: 101.0 | Baseline: 110.5
Epoch 115 | Loss: -0.05 | Avg Makespan: 109.2 | Best: 98.0 | Baseline: 110.4
Epoch 116 | Loss: -0.01 | Avg Makespan: 107.0 | Best: 98.0 | Baseline: 110.0
Epoch 117 | Loss: -0.11 | Avg Makespan: 114.5 | Best: 92.0 | Baseline: 110.5
Epoch 118 | Loss: 0.03 | Avg Makespan: 109.8 | Best: 108.0 | Baseline: 110.4
Epoch 119 | Loss: -0.03 | Avg Makespan: 115.8 | Best: 108.0 | Baseline: 110.9
Epoch 120 | Loss: 0.05 | Avg Makespan: 104.0 | Best: 91.0 | Baseline: 110.2
Epoch 121 | Loss: -0.06 | Avg Makespan: 125.2 | Best: 114.0 | Baseline: 111.7
Epoch 122 | Loss: -0.15 | Avg Makespan: 124.8 | Best: 120.0 | Baseline: 113.0
Epoch 123 | Loss: -0.11 | Avg Makespan: 107.5 | Best: 98.0 | Baseline: 112.5
Epoch 124 | Loss: -0.08 | Avg Makespan: 114.5 | Best: 103.0 | Baseline: 112.7
Epoch 125 | Loss: -0.00 | Avg Makespan: 110.8 | Best: 100.0 | Baseline: 112.5
Epoch 126 | Loss: -0.03 | Avg Makespan: 101.2 | Best: 86.0 | Baseline: 111.4
Epoch 127 | Loss: -0.01 | Avg Makespan: 119.5 | Best: 115.0 | Baseline: 112.2
Epoch 128 | Loss: -0.07 | Avg Makespan: 113.5 | Best: 104.0 | Baseline: 112.3
Epoch 129 | Loss: 0.07 | Avg Makespan: 114.5 | Best: 111.0 | Baseline: 112.5
Epoch 130 | Loss: 0.10 | Avg Makespan: 101.8 | Best: 85.0 | Baseline: 111.5
Epoch 131 | Loss: 0.01 | Avg Makespan: 105.5 | Best: 94.0 | Baseline: 110.9
Epoch 132 | Loss: 0.06 | Avg Makespan: 116.2 | Best: 114.0 | Baseline: 111.4
Epoch 133 | Loss: 0.05 | Avg Makespan: 114.0 | Best: 104.0 | Baseline: 111.7
Epoch 134 | Loss: 0.09 | Avg Makespan: 107.5 | Best: 93.0 | Baseline: 111.2
Epoch 135 | Loss: 0.01 | Avg Makespan: 111.5 | Best: 102.0 | Baseline: 111.3
Epoch 136 | Loss: 0.03 | Avg Makespan: 115.2 | Best: 103.0 | Baseline: 111.7
Epoch 137 | Loss: 0.11 | Avg Makespan: 106.2 | Best: 102.0 | Baseline: 111.1
Epoch 138 | Loss: 0.06 | Avg Makespan: 104.0 | Best: 96.0 | Baseline: 110.4
Epoch 139 | Loss: 0.07 | Avg Makespan: 99.5 | Best: 88.0 | Baseline: 109.3
Epoch 140 | Loss: 0.14 | Avg Makespan: 102.8 | Best: 89.0 | Baseline: 108.7
Epoch 141 | Loss: 0.11 | Avg Makespan: 115.8 | Best: 110.0 | Baseline: 109.4
Epoch 142 | Loss: -0.07 | Avg Makespan: 115.8 | Best: 100.0 | Baseline: 110.0
Epoch 143 | Loss: 0.02 | Avg Makespan: 113.8 | Best: 104.0 | Baseline: 110.4
Epoch 144 | Loss: 0.08 | Avg Makespan: 104.0 | Best: 91.0 | Baseline: 109.7
Epoch 145 | Loss: 0.23 | Avg Makespan: 117.0 | Best: 115.0 | Baseline: 110.5
Epoch 146 | Loss: -0.01 | Avg Makespan: 116.5 | Best: 106.0 | Baseline: 111.1
Epoch 147 | Loss: 0.02 | Avg Makespan: 115.5 | Best: 110.0 | Baseline: 111.5
Epoch 148 | Loss: 0.12 | Avg Makespan: 112.8 | Best: 101.0 | Baseline: 111.6
Epoch 149 | Loss: 0.15 | Avg Makespan: 118.0 | Best: 109.0 | Baseline: 112.3
Epoch 150 | Loss: 0.22 | Avg Makespan: 118.5 | Best: 116.0 | Baseline: 112.9
Epoch 151 | Loss: 0.03 | Avg Makespan: 114.2 | Best: 106.0 | Baseline: 113.0
Epoch 152 | Loss: -0.00 | Avg Makespan: 113.8 | Best: 101.0 | Baseline: 113.1
Epoch 153 | Loss: 0.15 | Avg Makespan: 113.2 | Best: 109.0 | Baseline: 113.1
Epoch 154 | Loss: 0.16 | Avg Makespan: 102.5 | Best: 96.0 | Baseline: 112.1
Epoch 155 | Loss: 0.13 | Avg Makespan: 108.2 | Best: 90.0 | Baseline: 111.7
Epoch 156 | Loss: 0.22 | Avg Makespan: 123.8 | Best: 119.0 | Baseline: 112.9
Epoch 157 | Loss: 0.15 | Avg Makespan: 104.8 | Best: 89.0 | Baseline: 112.1
Epoch 158 | Loss: 0.12 | Avg Makespan: 110.0 | Best: 100.0 | Baseline: 111.9
Epoch 159 | Loss: 0.08 | Avg Makespan: 104.2 | Best: 93.0 | Baseline: 111.1
Epoch 160 | Loss: 0.15 | Avg Makespan: 112.2 | Best: 107.0 | Baseline: 111.2
Epoch 161 | Loss: 0.18 | Avg Makespan: 106.8 | Best: 101.0 | Baseline: 110.8
Epoch 162 | Loss: 0.13 | Avg Makespan: 101.2 | Best: 83.0 | Baseline: 109.8
Epoch 163 | Loss: 0.03 | Avg Makespan: 122.5 | Best: 118.0 | Baseline: 111.1
Epoch 164 | Loss: 0.08 | Avg Makespan: 114.8 | Best: 107.0 | Baseline: 111.5
Epoch 165 | Loss: 0.20 | Avg Makespan: 97.2 | Best: 94.0 | Baseline: 110.0
Epoch 166 | Loss: 0.11 | Avg Makespan: 105.5 | Best: 91.0 | Baseline: 109.6
Epoch 167 | Loss: 0.11 | Avg Makespan: 112.5 | Best: 107.0 | Baseline: 109.9
Epoch 168 | Loss: 0.27 | Avg Makespan: 110.8 | Best: 109.0 | Baseline: 110.0
Epoch 169 | Loss: 0.11 | Avg Makespan: 106.2 | Best: 100.0 | Baseline: 109.6
Epoch 170 | Loss: 0.05 | Avg Makespan: 107.5 | Best: 92.0 | Baseline: 109.4
Epoch 171 | Loss: 0.21 | Avg Makespan: 107.0 | Best: 104.0 | Baseline: 109.1
Epoch 172 | Loss: 0.24 | Avg Makespan: 105.8 | Best: 103.0 | Baseline: 108.8
Epoch 173 | Loss: 0.17 | Avg Makespan: 108.2 | Best: 96.0 | Baseline: 108.7
Epoch 174 | Loss: 0.24 | Avg Makespan: 98.5 | Best: 96.0 | Baseline: 107.7
Epoch 175 | Loss: 0.22 | Avg Makespan: 101.0 | Best: 89.0 | Baseline: 107.1
Epoch 176 | Loss: 0.24 | Avg Makespan: 96.8 | Best: 93.0 | Baseline: 106.0
Epoch 177 | Loss: 0.23 | Avg Makespan: 107.2 | Best: 104.0 | Baseline: 106.1
Epoch 178 | Loss: 0.26 | Avg Makespan: 102.2 | Best: 99.0 | Baseline: 105.8
Epoch 179 | Loss: 0.23 | Avg Makespan: 100.0 | Best: 99.0 | Baseline: 105.2
Epoch 180 | Loss: 0.27 | Avg Makespan: 94.8 | Best: 89.0 | Baseline: 104.1
Epoch 181 | Loss: 0.28 | Avg Makespan: 99.8 | Best: 96.0 | Baseline: 103.7
Epoch 182 | Loss: 0.23 | Avg Makespan: 102.5 | Best: 99.0 | Baseline: 103.6
Epoch 183 | Loss: 0.37 | Avg Makespan: 98.0 | Best: 92.0 | Baseline: 103.0
Epoch 184 | Loss: 0.18 | Avg Makespan: 100.5 | Best: 98.0 | Baseline: 102.8
Epoch 185 | Loss: 0.30 | Avg Makespan: 101.8 | Best: 98.0 | Baseline: 102.7
Epoch 186 | Loss: 0.33 | Avg Makespan: 102.0 | Best: 92.0 | Baseline: 102.6
Epoch 187 | Loss: 0.36 | Avg Makespan: 100.8 | Best: 99.0 | Baseline: 102.4
Epoch 188 | Loss: 0.18 | Avg Makespan: 97.8 | Best: 91.0 | Baseline: 101.9
Epoch 189 | Loss: 0.21 | Avg Makespan: 90.2 | Best: 75.0 | Baseline: 100.8
Epoch 190 | Loss: 0.24 | Avg Makespan: 93.8 | Best: 91.0 | Baseline: 100.1
Epoch 191 | Loss: 0.20 | Avg Makespan: 101.5 | Best: 97.0 | Baseline: 100.2
Epoch 192 | Loss: 0.24 | Avg Makespan: 100.0 | Best: 95.0 | Baseline: 100.2
Epoch 193 | Loss: 0.21 | Avg Makespan: 100.8 | Best: 97.0 | Baseline: 100.3
Epoch 194 | Loss: 0.30 | Avg Makespan: 94.8 | Best: 88.0 | Baseline: 99.7
Epoch 195 | Loss: 0.24 | Avg Makespan: 92.0 | Best: 87.0 | Baseline: 98.9
Epoch 196 | Loss: 0.21 | Avg Makespan: 99.0 | Best: 97.0 | Baseline: 98.9
Epoch 197 | Loss: 0.23 | Avg Makespan: 99.8 | Best: 93.0 | Baseline: 99.0
Epoch 198 | Loss: 0.38 | Avg Makespan: 94.8 | Best: 86.0 | Baseline: 98.6
Epoch 199 | Loss: 0.21 | Avg Makespan: 95.5 | Best: 83.0 | Baseline: 98.3
Epoch 200 | Loss: 0.29 | Avg Makespan: 99.2 | Best: 97.0 | Baseline: 98.4
Epoch 201 | Loss: 0.13 | Avg Makespan: 105.5 | Best: 102.0 | Baseline: 99.1
Epoch 202 | Loss: 0.26 | Avg Makespan: 94.0 | Best: 84.0 | Baseline: 98.6
Epoch 203 | Loss: 0.27 | Avg Makespan: 92.5 | Best: 86.0 | Baseline: 98.0
Epoch 204 | Loss: 0.16 | Avg Makespan: 89.0 | Best: 73.0 | Baseline: 97.1
Epoch 205 | Loss: 0.37 | Avg Makespan: 96.8 | Best: 89.0 | Baseline: 97.0
Epoch 206 | Loss: 0.20 | Avg Makespan: 99.8 | Best: 94.0 | Baseline: 97.3
Epoch 207 | Loss: 0.25 | Avg Makespan: 98.2 | Best: 94.0 | Baseline: 97.4
Epoch 208 | Loss: 0.34 | Avg Makespan: 96.0 | Best: 93.0 | Baseline: 97.3
Epoch 209 | Loss: 0.31 | Avg Makespan: 81.0 | Best: 71.0 | Baseline: 95.6
Epoch 210 | Loss: 0.31 | Avg Makespan: 93.8 | Best: 90.0 | Baseline: 95.5
Epoch 211 | Loss: 0.36 | Avg Makespan: 98.2 | Best: 96.0 | Baseline: 95.7
Epoch 212 | Loss: 0.29 | Avg Makespan: 95.8 | Best: 92.0 | Baseline: 95.7
Epoch 213 | Loss: 0.26 | Avg Makespan: 98.2 | Best: 94.0 | Baseline: 96.0
Epoch 214 | Loss: 0.33 | Avg Makespan: 91.0 | Best: 82.0 | Baseline: 95.5
Epoch 215 | Loss: 0.16 | Avg Makespan: 97.8 | Best: 94.0 | Baseline: 95.7
Epoch 216 | Loss: 0.25 | Avg Makespan: 95.0 | Best: 92.0 | Baseline: 95.6
Epoch 217 | Loss: 0.27 | Avg Makespan: 99.5 | Best: 91.0 | Baseline: 96.0
Epoch 218 | Loss: 0.34 | Avg Makespan: 88.0 | Best: 82.0 | Baseline: 95.2
Epoch 219 | Loss: 0.31 | Avg Makespan: 98.8 | Best: 92.0 | Baseline: 95.6
Epoch 220 | Loss: 0.30 | Avg Makespan: 98.8 | Best: 86.0 | Baseline: 95.9
Epoch 221 | Loss: 0.23 | Avg Makespan: 93.5 | Best: 85.0 | Baseline: 95.7
Epoch 222 | Loss: 0.33 | Avg Makespan: 98.8 | Best: 96.0 | Baseline: 96.0
Epoch 223 | Loss: 0.28 | Avg Makespan: 97.5 | Best: 93.0 | Baseline: 96.1
Epoch 224 | Loss: 0.30 | Avg Makespan: 93.5 | Best: 84.0 | Baseline: 95.9
Epoch 225 | Loss: 0.28 | Avg Makespan: 96.5 | Best: 95.0 | Baseline: 95.9
Epoch 226 | Loss: 0.11 | Avg Makespan: 96.2 | Best: 83.0 | Baseline: 96.0
Epoch 227 | Loss: 0.33 | Avg Makespan: 92.5 | Best: 82.0 | Baseline: 95.6
Epoch 228 | Loss: 0.35 | Avg Makespan: 97.2 | Best: 95.0 | Baseline: 95.8
Epoch 229 | Loss: 0.29 | Avg Makespan: 95.2 | Best: 92.0 | Baseline: 95.7
Epoch 230 | Loss: 0.33 | Avg Makespan: 90.8 | Best: 79.0 | Baseline: 95.2
Epoch 231 | Loss: 0.39 | Avg Makespan: 101.5 | Best: 98.0 | Baseline: 95.9
Epoch 232 | Loss: 0.30 | Avg Makespan: 97.8 | Best: 89.0 | Baseline: 96.0
Epoch 233 | Loss: 0.32 | Avg Makespan: 97.5 | Best: 96.0 | Baseline: 96.2
Epoch 234 | Loss: 0.16 | Avg Makespan: 96.2 | Best: 92.0 | Baseline: 96.2
Epoch 235 | Loss: 0.28 | Avg Makespan: 97.0 | Best: 83.0 | Baseline: 96.3
Epoch 236 | Loss: 0.17 | Avg Makespan: 92.2 | Best: 84.0 | Baseline: 95.9
Epoch 237 | Loss: 0.36 | Avg Makespan: 91.8 | Best: 84.0 | Baseline: 95.5
Epoch 238 | Loss: 0.28 | Avg Makespan: 87.5 | Best: 73.0 | Baseline: 94.7
Epoch 239 | Loss: 0.36 | Avg Makespan: 93.5 | Best: 89.0 | Baseline: 94.5
Epoch 240 | Loss: 0.38 | Avg Makespan: 91.2 | Best: 88.0 | Baseline: 94.2
Epoch 241 | Loss: 0.28 | Avg Makespan: 97.0 | Best: 90.0 | Baseline: 94.5
Epoch 242 | Loss: 0.26 | Avg Makespan: 98.0 | Best: 96.0 | Baseline: 94.8
Epoch 243 | Loss: 0.17 | Avg Makespan: 90.8 | Best: 82.0 | Baseline: 94.4
Epoch 244 | Loss: 0.20 | Avg Makespan: 91.2 | Best: 87.0 | Baseline: 94.1
Epoch 245 | Loss: 0.33 | Avg Makespan: 87.5 | Best: 85.0 | Baseline: 93.5
Epoch 246 | Loss: 0.26 | Avg Makespan: 85.8 | Best: 81.0 | Baseline: 92.7
Epoch 247 | Loss: 0.12 | Avg Makespan: 96.2 | Best: 92.0 | Baseline: 93.0
Epoch 248 | Loss: 0.29 | Avg Makespan: 80.8 | Best: 77.0 | Baseline: 91.8
Epoch 249 | Loss: 0.28 | Avg Makespan: 95.2 | Best: 88.0 | Baseline: 92.2
Epoch 250 | Loss: 0.18 | Avg Makespan: 96.2 | Best: 92.0 | Baseline: 92.6
Epoch 251 | Loss: 0.22 | Avg Makespan: 96.0 | Best: 89.0 | Baseline: 92.9
Epoch 252 | Loss: 0.28 | Avg Makespan: 92.5 | Best: 88.0 | Baseline: 92.9
Epoch 253 | Loss: 0.29 | Avg Makespan: 90.0 | Best: 87.0 | Baseline: 92.6
Epoch 254 | Loss: 0.24 | Avg Makespan: 84.5 | Best: 77.0 | Baseline: 91.8
Epoch 255 | Loss: 0.24 | Avg Makespan: 92.8 | Best: 84.0 | Baseline: 91.9
Epoch 256 | Loss: 0.26 | Avg Makespan: 90.2 | Best: 82.0 | Baseline: 91.7
Epoch 257 | Loss: 0.31 | Avg Makespan: 93.8 | Best: 89.0 | Baseline: 91.9
Epoch 258 | Loss: 0.14 | Avg Makespan: 96.8 | Best: 90.0 | Baseline: 92.4
Epoch 259 | Loss: 0.31 | Avg Makespan: 91.5 | Best: 88.0 | Baseline: 92.3
Epoch 260 | Loss: 0.32 | Avg Makespan: 87.0 | Best: 81.0 | Baseline: 91.8
Epoch 261 | Loss: 0.19 | Avg Makespan: 90.0 | Best: 81.0 | Baseline: 91.6
Epoch 262 | Loss: 0.28 | Avg Makespan: 91.8 | Best: 90.0 | Baseline: 91.6
Epoch 263 | Loss: 0.33 | Avg Makespan: 93.2 | Best: 88.0 | Baseline: 91.8
Epoch 264 | Loss: 0.40 | Avg Makespan: 91.2 | Best: 90.0 | Baseline: 91.7
Epoch 265 | Loss: 0.28 | Avg Makespan: 90.5 | Best: 82.0 | Baseline: 91.6
Epoch 266 | Loss: 0.21 | Avg Makespan: 87.8 | Best: 77.0 | Baseline: 91.2
Epoch 267 | Loss: 0.22 | Avg Makespan: 98.5 | Best: 94.0 | Baseline: 91.9
Epoch 268 | Loss: 0.32 | Avg Makespan: 89.8 | Best: 84.0 | Baseline: 91.7
Epoch 269 | Loss: 0.25 | Avg Makespan: 91.0 | Best: 79.0 | Baseline: 91.7
Epoch 270 | Loss: 0.28 | Avg Makespan: 90.5 | Best: 84.0 | Baseline: 91.5
Epoch 271 | Loss: 0.37 | Avg Makespan: 84.2 | Best: 82.0 | Baseline: 90.8
